"variable name","title","element type","version","definition","short description","datatype","maximum character quantity","input restriction","minimum value","maximum value","permissible values","permissible value descriptions","permissible value output codes","unit of measure","guidelines/instructions","notes","preferred question text","keywords","references","population.all","domain.general (for all diseases)","domain.traumatic brain injury","domain.Parkinson's disease","domain.Friedreich's ataxia","domain.stroke","domain.amyotrophic lateral sclerosis","domain.Huntington's disease","domain.multiple sclerosis","domain.neuromuscular diseases","domain.myasthenia gravis","domain.spinal muscular atrophy","domain.Duchenne muscular dystrophy/Becker muscular dystrophy","domain.congenital muscular dystrophy","domain.spinal cord injury","domain.headache","domain.epilepsy","classification.general (for all diseases)","classification.acute hospitalized","classification.concussion/mild TBI","classification.epidemiology","classification.moderate/severe TBI: rehabilitation","classification.Parkinson's disease","classification.Friedreich's ataxia","classification.stroke","classification.amyotrophic lateral sclerosis","classification.Huntington's disease","classification.multiple sclerosis","classification.neuromuscular diseases","classification.myasthenia gravis","classification.spinal muscular atrophy","classification.Duchenne muscular dystrophy/Becker muscular dystrophy","classification.congenital muscular dystrophy","classification.spinal cord injury","classification.headache","classification.epilepsy","historical notes","Label(s)","see also","submitting organization name","submitting contact name","submitting contact information","effective date","until date","steward organization name","steward contact name","steward contact information","creation date","last change date","administrative status"
"MDSUPDRSPostrlStabltyScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - postural stability score","Common Data Element","1.0","Score for the participant's/subject's level of postural stability , as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of postural stability , as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problems: Recovers with one or two steps;Slight: 3-5 steps, but subject recovers unaided;Mild: More than 5 steps, but subject recovers unaided;Moderate: Stands safely, but with absence of postural response| falls if not caught by examiner;Severe: Very unstable, tends to lose balance spontaneously or with just a gentle pull on the shoulders","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q3.12","POSTURAL STABILITY","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.12","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSPostureScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - posture score","Common Data Element","1.0","Score for how well the participant's/subject's posture is by observing the flexion and side-to-side leaning, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for how well the participant's/subject's posture is by observing the flexion and side-to-side leaning, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problems;Slight: Not quite erect, but posture could be normal for older person;Mild: Definite flexion, scoliosis or leaning to one side, but patient can correct posture to normal posture when asked to do so;Moderate: Stooped posture, scoliosis or leaning to one side that cannot be corrected volitionally to a normal posture by the patient;Severe: Flexion, scoliosis or leaning with extreme abnormality of posture","0;1;2;3;4","","PD:
If you notice poor posture, tell the patient to stand up straight and see if the posture improves (see option 2 below). Rate the worst posture seen in these three observation points. Observe for flexion and side-to-side leaning.","MDS UPDRS Q3.13","POSTURE","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.13","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSGlblSpontntyMvmntScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - global spontaneity of movement score","Common Data Element","1.0","Score for the participant's/subject's level of global spontaneity of movement observing the slowness, hesitancy, and small amplitude and poverty of movement in general","Score for the participant's/subject's level of global spontaneity of movement observing the slowness, hesitancy, and small amplitude and poverty of movement in general","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No problems;Slight: Slight global slowness and poverty of spontaneous movements;Mild: Mild global slowness and poverty of spontaneous movements;Moderate: Moderate global slowness and poverty of spontaneous movements;Severe: Severe global slowness and poverty of spontaneous movements.","0;1;2;3;4","","PD:
This assessment is based on the examiner's global impression after observing for spontaneous gestures while sitting, and the nature of arising and walking.","MDS UPDRS Q3.14","GLOBAL SPONTANEITY OF MOVEMENT (BODY BRADYKINESIA)","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.14","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSPostrlTremorRtHndScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - postural tremor right hand score","Common Data Element","1.0","Score for the participant's/subject's level of postural tremor of the right hand observing the highest amplitude seen, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of postural tremor of the right hand observing the highest amplitude seen, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No tremor;Slight: Tremor is present but less than 1 cm in amplitude;Mild: Tremor is at least 1 but less than 3 cm in amplitude;Moderate: Tremor is at least 3 but less than 10 cm in amplitude;Severe: Tremor is at least 10 cm in amplitude","0;1;2;3;4","","PD:
Rate each hand separately. Rate the highest amplitude seen. Instruct the patient to stretch the arms out in front of the body with palms down. The wrist should be straight and the fingers comfortably separated so that they do not touch each other. Observe this posture for 10 seconds.","MDS UPDRS Q3.15a","POSTURAL TREMOR OF THE HANDS","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.15a","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSPostrlTremrLftHndScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - postural tremor left hand score","Common Data Element","1.0","Score for the participant's/subject's level of postural tremor of the left hand observing the highest amplitude seen, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of postural tremor of the left hand observing the highest amplitude seen, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No tremor;Slight: Tremor is present but less than 1 cm in amplitude;Mild: Tremor is at least 1 but less than 3 cm in amplitude;Moderate: Tremor is at least 3 but less than 10 cm in amplitude;Severe: Tremor is at least 10 cm in amplitude","0;1;2;3;4","","PD:
Rate each hand separately. Rate the highest amplitude seen. Instruct the patient to stretch the arms out in front of the body with palms down. The wrist should be straight and the fingers comfortably separated so that they do not touch each other. Observe this posture for 10 seconds.","MDS UPDRS Q3.15b","POSTURAL TREMOR OF THE HANDS","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.15b","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSKineticTremrRtHndScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - kinetic tremor right hand score","Common Data Element","1.0","Score for the participant's/subject's level of kinetic tremor of the right hand observing the highest amplitude seen, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of kinetic tremor of the right hand observing the highest amplitude seen, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No tremor;Slight: Tremor is present but less than 1 cm in amplitude;Mild: Tremor is at least 1 but less than 3 cm in amplitude;Moderate: Tremor is at least 3 but less than 10 cm in amplitude;Severe: Tremor is at least 10 cm in amplitude.","0;1;2;3;4","","PD:
The finger-to-nose maneuver should be performed slowly enough not to hide any tremor that could occur with very fast arm movements. Repeat with the other hand, rating each hand separately. The tremor can be present throughout the movement or as the tremor reaches either target (nose or finger). Rate the highest amplitude seen.","MDS UPDRS Q3.16a","KINETIC TREMOR OF THE HANDS","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.16a","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSKineticTremrLftHndScr","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - kinetic tremor left hand score","Common Data Element","1.0","Score for the participant's/subject's level of kinetic tremor of the left hand observing the highest amplitude seen, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of kinetic tremor of the left hand observing the highest amplitude seen, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No tremor;Slight: Tremor is present but less than 1 cm in amplitude;Mild: Tremor is at least 1 but less than 3 cm in amplitude;Moderate: Tremor is at least 3 but less than 10 cm in amplitude;Severe: Tremor is at least 10 cm in amplitude.","0;1;2;3;4","","PD:
The finger-to-nose maneuver should be performed slowly enough not to hide any tremor that could occur with very fast arm movements. Repeat with the other hand, rating each hand separately. The tremor can be present throughout the movement or as the tremor reaches either target (nose or finger). Rate the highest amplitude seen.","MDS UPDRS Q3.16b","KINETIC TREMOR OF THE HANDS","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.16b","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSRestTremorAmpRUEScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - rest tremor amplitude right upper extremity score","Common Data Element","1.0","Score for the participant's/subject's right upper extremities rest tremor amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's right upper extremities rest tremor amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No tremor;Slight.: < 1 cm in maximal amplitude;Mild: > 1 cm but < 3 cm in maximal amplitude;Moderate: 3 - 10 cm in maximal amplitude;Severe: > 10 cm in maximal amplitude","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q3.17a","REST TREMOR AMPLITUDE","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.17a","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSRestTremorAmpLUEScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - rest tremor amplitude left upper extremity score","Common Data Element","1.0","Score for the participant's/subject's left upper extremities rest tremor amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's left upper extremities rest tremor amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No tremor;Slight.: < 1 cm in maximal amplitude;Mild: > 1 cm but < 3 cm in maximal amplitude;Moderate: 3 - 10 cm in maximal amplitude;Severe: > 10 cm in maximal amplitude","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q3.17b","REST TREMOR AMPLITUDE","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.17b","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSRestTremorAmpRLEScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - rest tremor amplitude right lower extremity score","Common Data Element","1.0","Score for the participant's/subject's right lower extremities rest tremor amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's right lower extremities rest tremor amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No tremor;Slight.: < 1 cm in maximal amplitude;Mild: > 1 cm but < 3 cm in maximal amplitude;Moderate: 3 - 10 cm in maximal amplitude;Severe: > 10 cm in maximal amplitude","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q3.17c","REST TREMOR AMPLITUDE","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.17c","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSRestTremorAmpLLEScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - rest tremor amplitude left lower extremity score","Common Data Element","1.0","Score for the participant's/subject's left lower extremities rest tremor amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's left lower extremities rest tremor amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No tremor;Slight.: < 1 cm in maximal amplitude;Mild: > 1 cm but < 3 cm in maximal amplitude;Moderate: 3 - 10 cm in maximal amplitude;Severe: > 10 cm in maximal amplitude","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q3.17d","REST TREMOR AMPLITUDE","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.17d","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSRestTremrAmpLipJawScr","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - rest tremor amplitude lip jaw score","Common Data Element","1.0","Score for the participant's/subject's lip and jaw rest tremor amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's lip and jaw rest tremor amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No tremor;Slight.: < 1 cm in maximal amplitude;Mild: > 1 cm but < 3 cm in maximal amplitude;Moderate: 3 - 10 cm in maximal amplitude;Severe: > 10 cm in maximal amplitude","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q3.17e","REST TREMOR AMPLITUDE","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.17e","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSConstncyRestTremrScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - constancy of rest tremor score","Common Data Element","1.0","Score for the participant's/subject's constancy of rest tremor when different body parts are at rest, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's constancy of rest tremor when different body parts are at rest, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No tremor;Slight: Tremor at rest is present less than 25 percent of the entire examination period;Mild: Tremor at rest is present 26-50percent of the entire examination period;Moderate: Tremor at rest is present 51-75 percent of the entire examination period;Severe: Tremor at rest is present greater than 75 percent of the entire examination period","0;1;2;3;4","","PD:
It is rated purposefully at the end of the examination so that several minutes of information can be coalesced into the rating.","MDS UPDRS Q3.18","CONSTANCY OF REST TREMOR","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q3.18","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSDyskChreaDystnaPrsScr","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - dyskinesia chorea or dystonia presence score","Common Data Element","1.0","Indicator for whether the participant's/subject's had any dyskinesia (chorea or dystonia) present during examination, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Indicator for whether the participant's/subject's had any dyskinesia (chorea or dystonia) present during examination, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Alphanumeric","","Single Pre-Defined Value Selected","","","No;Yes","No;Yes","0;1","","PD:
Refer to instrument for additional instructions","MDS UPDRS Motor exam: Dyskinesia present indicator","Were dyskinesias (chorea or dystonia) present during examination?","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Motor exam: Dyskinesia present indicator","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSMvmntIntrfrnceScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - movement interference score","Common Data Element","1.0","Indicator for whether the participant's/subject's movements interfered with the ratings because of the dyskinesia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Indicator for whether the participant's/subject's movements interfered with the ratings because of the dyskinesia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Alphanumeric","","Single Pre-Defined Value Selected","","","No;Yes","No;Yes","0;1","","PD:
Refer to instrument for additional instructions","MDS UPDRS Motor exam: Dyskinesia present interference indicator","If yes, did these movements interfere with your ratings?","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Motor exam: Dyskinesia present interference indicator","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSHoehnYahrStageScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - Hoehn and Yahr stage score","Common Data Element","1.0","Score for the participant's/subject's symptoms progression on the Hoehn and Yahr stage scale, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's symptoms progression on the Hoehn and Yahr stage scale, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4;5","Asymptomatic;Unilateral involvement only;Bilateral involvement without impairment of balance;Mild to moderate involvement, some postural instability but physically independent, needs assistance to recover from pull test;Severe disability, still able to walk or stand unassisted;Wheelchair bound or bedridden unless aided","0;1;2;3;4;5","","PD:
Refer to instrument for additional instructions","MDS UPDRS Motor exam: Hoehn and Yahr stage","HOEHN AND YAHR STAGE","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Motor exam: Hoehn and Yahr stage","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRS_PartIIIScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS-UPDRS) - Part III score value","Unique Data Element","1.0","MDS-UPDRS part III score value","MDS-UPDRS part III score value","Numeric Values","","Free-Form Entry","0","137","","","","","","",,"","","Adult","","","Assessments and Examinations.Other Clinical Data","","","","","","","","","","","","","","","","","","","Supplemental","","","","","","","","","","","","","","","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSTmSpntDyskScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - time spent with dyskinesia score","Common Data Element","1.0","Score for the participant's/subject's time spent with dyskinesia calculated from the total hours awake, total hours with dyskinesia, and percent dyskinesia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's time spent with dyskinesia calculated from the total hours awake, total hours with dyskinesia, and percent dyskinesia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: no dyskinesias;Slight:=25perecent of waking day;Mild: 26-50 percent of waking day;Moderate: 51-75 percent of waking day;Severe: > 75 percent of waking day","0;1;2;3;4","","PD:
Refer to instrument for additional instructions","MDS UPDRS Q4.1","TIME SPENT WITH DYSKINESIAS","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q4.1","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSTtlHrAwkDyskNum","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - total hours awake number","Common Data Element","1.0","Number of total number of hours the participant/subject stays awake, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Number of total number of hours the participant/subject stays awake, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Free-Form Entry","","","","","","","PD:
Value should be recorded between 0-24 hours","MDS UPDRS Q4.1.1","Total Hours Awake","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q4.1.1","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSTtlHrDyskNum","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - total hours with dyskinesia number","Common Data Element","1.0","Number of total number of hours the participant/subject has dyskinesia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Number of total number of hours the participant/subject has dyskinesia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Free-Form Entry","","","","","","","PD:
Value should be recorded between 0-24 hours","MDS UPDRS Q4.1.2","Total Hours with Dyskinesia","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q4.1.2","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSPrcntDyskVal","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - percent dyskinesia value","Common Data Element","1.0","Value of the percent of time the participant/subject has dyskinesia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Value of the percent of time the participant/subject has dyskinesia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Free-Form Entry","","","","","","","PD:
Value should be recorded between 0-100%","MDS UPDRS Q4.1.3","Percent Dyskinesia equals two over one times one hundred","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q4.1.3","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSFuncImpactDyskScore","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - functional impact of dyskinesia score","Common Data Element","1.0","Score for the participant's/subject's level of functional impact of dyskinesia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of functional impact of dyskinesia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Single Pre-Defined Value Selected","","","0;1;2;3;4","Normal: No dyskinesias or no impact by dyskinesias on activities or social interactions;Slight: Dyskinesias impact on a few activities, but the patient usually performs all activities and participates in all social interactions during dyskinetic periods;Mild: Dyskinesias impact on many activities, but the patient usually performs all activities and participates in all social interactions during dyskinetic periods;Moderate: Dyskinesias impact on activities to the point that the patient usually does not perform some activities or does not usually participate in some social activities during dyskinetic episodes;Severe: Dyskinesias impact on function to the point that the patient usually does not perform most activities or participate in most social interactions during dyskinetic episodes.","0;1;2;3;4","","PD:
Determine the degree to which dyskinesias impact on the patient's daily function in terms of activities and social interactions. Use the patient's and caregiver's response to your question and your own observations during the office visit to arrive at the best answer.","MDS UPDRS Q4.2","FUNCTIONAL IMPACT OF DYSKINESIAS","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Q4.2","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
"MDSUPDRSTtlHrAwkOffStateNum","Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - total hour awake number","Common Data Element","1.0","Number of total hours that the participant is awake, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Number of total hours that the participant is awake, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Numeric Values","","Free-Form Entry","","","","","","","PD:
Value should be recorded between 0-24 hours  Refer to instrument for additional instructions","MDS UPDRS Total hours awake OFF state","Total Hours Awake","","PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf","Adult","","","Outcomes and End Points.Motor Function","","","","","","","","","","","","","","","","","","","Core","","","","","","","","","","","","","","MDS UPDRS Total hours awake OFF state","",,,,,"","",,,,"2014-04-01","2014-04-01","Published"
